course_id,level,latest_offering,college_desc,department_desc,title_long_desc,course_text_narrative,n_unique,n_department,row_number
MSE 204 / PHYS 212A,Graduate,202410,Natural and Agricultural Sci,Physics and Astronomy,THERMODYNAMICS AND STATISTICAL MECHANICS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): graduate standing; consent of instructor Covers thermodynamics, statistical mechanics, ideal Bose systems, ideal Fermi systems, and bulk motion. Cross-listed with MSE 204.",0,1,3213
MSE 210,Graduate,202410,Bourns Engineering,Materials Science and Enginee,CRYSTAL STRUCTURE AND BONDING,"4 Units, Lecture, 3 hours, discussion, 1 hour. Prerequisite(s): graduate standing in Materials Science and Engineering or consent of instructor. MSE 210 online section; enrollment in the Online Master-in-Science in Engineering program .  Covers regular and irregular arrays of points and spheres. Includes lattices (direct and reciprocal); crystallographic point and space groups; and atomic structures. Also addresses bonding in molecules and solids, ionic Pauling rules; and covalent and metallic bonding. Surveys the structure of elements, compounds, minerals, and polymers.

",1,1,3214
MSE 211,Graduate,202410,Bourns Engineering,Materials Science and Enginee,MATERIALS SCIENCE OF THE SOLID STATE,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s):  graduate standing;  or consent of instructor. Explores at an advanced level the quantum mechanical behavior of electron motion and atom vibration in a periodic solid and their effect on the electronic and thermal properties of matter. The course discusses modern materials science research problems.     Credit is awarded for one of the following MSE 211 or MSE 155.",1,1,3215
MSE 214 / PHYS 240A,Graduate,202340,Bourns Engineering,Materials Science and Enginee,CONDENSED MATTER PHYSICS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): PHYS 221C;  graduate standing;  or consent of instructor. Topics include classical and quantum theories of the electron gas; crystal and reciprocal lattices; crystal symmetries; electrons in a periodic potential; nearly free electrons; tight binding; band structure; metals, insulators and semiconductors; semiclassical dynamics; and semiclassical transport.  May be taken Satisfactory (S) or No Credit (NC) with consent of instructor and graduate advisor.   Cross-listed with MSE 214. ",1,1,3216
MSE 214 / PHYS 240A,Graduate,202340,Natural and Agricultural Sci,Physics and Astronomy,CONDENSED MATTER PHYSICS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): PHYS 221C;  graduate standing;  or consent of instructor. Topics include classical and quantum theories of the electron gas; crystal and reciprocal lattices; crystal symmetries; electrons in a periodic potential; nearly free electrons; tight binding; band structure; metals, insulators and semiconductors; semiclassical dynamics; and semiclassical transport.  May be taken Satisfactory (S) or No Credit (NC) with consent of instructor and graduate advisor.   Cross-listed with MSE 214. ",0,1,3217
MSE 214 / PHYS 240B,Graduate,202410,Bourns Engineering,Materials Science and Enginee,CONDENSED MATTER PHYSICS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): PHYS 221C;  graduate standing;  or consent of instructor. Topics include classical and quantum theories of the electron gas; crystal and reciprocal lattices; crystal symmetries; electrons in a periodic potential; nearly free electrons; tight binding; band structure; metals, insulators and semiconductors; semiclassical dynamics; and semiclassical transport.  May be taken Satisfactory (S) or No Credit (NC) with consent of instructor and graduate advisor.   Cross-listed with PHYS 240A. ",1,1,3218
MSE 214 / PHYS 240B,Graduate,202410,Natural and Agricultural Sci,Physics and Astronomy,CONDENSED MATTER PHYSICS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): PHYS 221C;  graduate standing;  or consent of instructor. Topics include classical and quantum theories of the electron gas; crystal and reciprocal lattices; crystal symmetries; electrons in a periodic potential; nearly free electrons; tight binding; band structure; metals, insulators and semiconductors; semiclassical dynamics; and semiclassical transport.  May be taken Satisfactory (S) or No Credit (NC) with consent of instructor and graduate advisor.   Cross-listed with PHYS 240A. ",0,1,3219
MSE 221,Graduate,202210,Bourns Engineering,Materials Science and Enginee,ELECTRON MICROSCOPY AND MICROANALYSIS,"3 Units, Lecture, 3 hours. Prerequisite(s): graduate standing in Materials Science & Engineering or consent of instructor. Introduces electron microscopy and microanalysis of inorganic solids including synthetic nanomaterials and minerals. Provides the underlying physical principles of electron microscopy and microanalysis; the strengths and limitations of the method; and the potential applications in characterization of morphology, structure, composition, and defects of inorganic materials and nanostructures. Optional, related laboratory courses are available: MSE 222L, MSE 223L.
",1,1,3220
MSE 224,Graduate,202320,Bourns Engineering,Materials Science and Enginee,ATOMISTIC MODELING OF SOLID STATE MATERIALS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): EE 138 or MSE 211 or PHYS 150A;  graduate standing;  or consent of instructor. Introduces computational methods in materials science. Emphasizes fundamentals of density functional theory and its use in the solid-state context. Includes projects that provide practical hands-on experience.  Students who present a seminar or submit a term paper receive a letter grade; other students receive a Satisfactory(S) or No Credit(NC) grade.   Credit is awarded for one of the following MSE 224 or MSE 156.",1,1,3221
MSE 230,Graduate,202420,Bourns Engineering,Materials Science and Enginee,FUNCTIONAL MATERIALS: SEMICONDUCTORS,"4 Units, Lecture, 3 hours, discussion, 1 hour. Prerequisite(s): graduate standing in Materials Science and Engineering or consent of instructor. Covers semiconductor crystal growth techniques; purification; doping; radiation damage; annealing; metal-semiconductor interfaces; defects and impurities; and major electronic and optical methods for the analysis of semiconductors.  Includes semiconductor device fabrication issues.",1,1,3222
MSE 234A / PHYS 234,Graduate,202420,Bourns Engineering,Materials Science and Enginee,PHYSICS OF NANOSCALE SYSTEMS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s):  graduate standing;  or consent of instructor. Introduction to fundamental quantum physics in nanoscale systems and low dimensional materials. Including synthesis of low-dimensional material systems; physics-based experimental approaches to nanotechnology; mesoscopic quantum transport of electrons; quantum phenomena involving spin; silicon nanoelectronics and beyond; and future electronics based on topological materials.  May be taken Satisfactory (S) or No Credit (NC) with consent of instructor and graduate advisor.   Cross-listed with MSE 234A. ",1,1,3223
MSE 234A / PHYS 234,Graduate,202420,Natural and Agricultural Sci,Physics and Astronomy,PHYSICS OF NANOSCALE SYSTEMS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s):  graduate standing;  or consent of instructor. Introduction to fundamental quantum physics in nanoscale systems and low dimensional materials. Including synthesis of low-dimensional material systems; physics-based experimental approaches to nanotechnology; mesoscopic quantum transport of electrons; quantum phenomena involving spin; silicon nanoelectronics and beyond; and future electronics based on topological materials.  May be taken Satisfactory (S) or No Credit (NC) with consent of instructor and graduate advisor.   Cross-listed with MSE 234A. ",0,1,3224
MSE 234B / PHYS 235,Graduate,202420,Bourns Engineering,Materials Science and Enginee,SPINTRONICS AND NANOSCALE MAGNETISM,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): graduate standing or consent of instructor. Provides an overview of contemporary issues in nanoscale magnetism and spin-dependent phenomena in solids, including the fundamentals of magnetism, magnetism in reduced dimensions, novel magnetic materials, spin-polarized transport, spin coherence in semiconductors, magnetization dynamics, and device applications. May be taken Satisfactory (S) or No Credit (NC) with consent of instructor and graduate advisor. Cross-listed with MSE 234B.

",1,1,3225
